Mayor65Anos,Conyuge,Dependientes,MesesDeContrato,TelefonoFijo,VariasLineasTelefonicas,ServicioDeInternet,SeguridadOnline,BackupOnline,SeguroEnDispositivo,SoporteTecnico,TVaCable,StreamingDePeliculas,TipoDeContrato,PagoOnline,FormaDePago,CuentaMensual,Churn
0,Si,Si,66,Si,No,DSL,Si,No,No,No,Si,No,Bienal,Si,ChequeDigital,59.75,No
0,Si,Si,65,Si,Si,DSL,Si,Si,No,Si,Si,Si,Bienal,Si,DebitoAutomatico,82.5,No
1,No,No,3,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.3,Si
0,No,No,34,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.35,No
0,Si,Si,16,Si,Si,FibraOptica,No,No,Si,No,Si,No,Mensual,Si,DebitoAutomatico,90.8,No
0,No,No,54,Si,Si,FibraOptica,Si,No,Si,No,Si,Si,Anual,Si,DebitoAutomatico,103.95,Si
1,No,No,50,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,104.95,No
0,Si,No,71,Si,No,FibraOptica,No,Si,Si,Si,Si,Si,Bienal,Si,ChequeDigital,105.25,No
0,No,No,10,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.75,Si
0,No,No,1,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,ChequeDigital,50.8,Si
0,No,No,18,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,23.75,No
0,No,No,4,Si,No,DSL,No,No,No,Si,Si,No,Mensual,Si,ChequeDigital,61.3,No
0,Si,Si,58,Si,Si,DSL,Si,No,Si,Si,Si,No,Bienal,No,ChequePapel,75.8,No
0,Si,No,56,Si,Si,FibraOptica,Si,No,No,No,Si,Si,Anual,Si,ChequeDigital,98.0,No
0,No,No,2,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,80.25,Si
0,Si,No,32,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,ChequeDigital,78.9,Si
0,Si,Si,56,No,SinServicioTelefonico,DSL,Si,Si,No,Si,Si,No,Anual,Si,ChequePapel,52.0,No
0,No,No,36,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,84.75,Si
0,No,No,4,Si,Si,DSL,No,No,No,Si,Si,No,Mensual,Si,ChequePapel,64.4,No
0,No,No,53,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,No,DebitoAutomatico,85.45,Si
0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,45.8,No
0,No,No,4,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Mensual,No,ChequeDigital,30.5,No
0,Si,Si,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.9,Si
0,Si,No,51,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequePapel,69.15,No
1,No,No,12,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,99.45,Si
0,No,No,6,No,SinServicioTelefonico,DSL,No,No,No,Si,Si,Si,Anual,Si,ChequePapel,49.25,No
0,Si,Si,63,No,SinServicioTelefonico,DSL,No,Si,Si,Si,No,No,Bienal,No,DebitoAutomatico,39.35,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.6,Si
0,Si,No,48,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,Mensual,Si,TarjetaDeCredito,105.1,No
0,No,No,5,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,TarjetaDeCredito,81.0,Si
0,No,Si,35,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,TarjetaDeCredito,20.1,No
0,No,No,6,Si,No,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,84.85,Si
0,No,No,2,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.75,No
0,No,No,50,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,19.75,No
0,No,No,33,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,DebitoAutomatico,70.4,No
0,No,No,31,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,20.45,No
0,Si,Si,9,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,20.35,No
0,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,Si,ChequeDigital,86.2,No
0,No,No,46,Si,No,FibraOptica,Si,Si,Si,No,Si,No,Anual,Si,TarjetaDeCredito,95.65,No
0,No,Si,34,Si,Si,FibraOptica,Si,Si,No,No,Si,Si,Anual,Si,ChequeDigital,103.8,No
0,Si,Si,71,Si,Si,FibraOptica,Si,No,No,No,Si,Si,Bienal,Si,ChequeDigital,97.2,No
0,Si,Si,63,Si,No,DSL,Si,Si,Si,Si,No,No,Bienal,No,ChequePapel,63.55,No
0,No,No,51,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,24.95,No
1,No,No,26,Si,Si,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,89.15,Si
0,Si,No,64,Si,No,FibraOptica,Si,No,Si,No,Si,Si,Bienal,Si,DebitoAutomatico,99.0,No
1,Si,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,24.8,Si
1,Si,No,61,Si,Si,FibraOptica,No,Si,No,Si,No,No,Anual,Si,DebitoAutomatico,85.55,No
0,No,No,15,Si,No,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,TarjetaDeCredito,94.0,No
0,No,No,64,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,Anual,Si,TarjetaDeCredito,105.65,Si
0,No,No,18,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,50.3,No
0,Si,Si,57,Si,No,FibraOptica,No,Si,No,No,Si,Si,Anual,Si,ChequeDigital,95.0,No
0,Si,Si,14,Si,No,DSL,Si,Si,No,No,No,Si,Bienal,Si,DebitoAutomatico,61.4,No
1,No,No,18,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,TarjetaDeCredito,80.55,No
1,Si,No,72,Si,Si,FibraOptica,Si,No,No,No,No,No,Bienal,No,DebitoAutomatico,78.5,No
0,Si,No,70,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,No,TarjetaDeCredito,114.3,No
0,No,No,38,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,20.05,No
0,Si,Si,68,Si,No,DSL,Si,Si,Si,Si,No,No,Bienal,No,TarjetaDeCredito,62.65,No
0,No,No,13,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,80.85,Si
1,Si,No,65,Si,Si,FibraOptica,Si,Si,No,No,Si,No,Bienal,Si,TarjetaDeCredito,92.7,No
0,No,No,30,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,No,ChequeDigital,100.45,No
0,Si,No,51,Si,Si,DSL,No,No,No,Si,Si,Si,Bienal,Si,DebitoAutomatico,75.2,No
0,No,No,31,Si,Si,FibraOptica,Si,No,Si,No,No,No,Mensual,Si,TarjetaDeCredito,84.75,No
0,Si,No,9,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,ChequeDigital,89.45,Si
0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,Si,Bienal,Si,DebitoAutomatico,79.5,No
0,No,No,10,Si,Si,DSL,No,No,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,72.15,Si
0,No,No,37,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequeDigital,19.8,No
0,No,No,2,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,No,ChequeDigital,76.4,Si
0,No,No,55,Si,No,FibraOptica,Si,Si,No,No,Si,Si,Anual,Si,ChequePapel,100.9,No
0,No,Si,33,Si,Si,FibraOptica,Si,No,Si,No,No,Si,Mensual,Si,DebitoAutomatico,95.3,No
0,Si,Si,46,Si,No,FibraOptica,No,No,Si,Si,No,Si,Anual,No,DebitoAutomatico,90.95,No
0,No,Si,1,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,ChequeDigital,54.5,No
1,No,No,20,Si,Si,DSL,No,No,No,No,No,Si,Mensual,Si,ChequePapel,61.6,Si
0,Si,No,9,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,79.9,Si
1,No,No,32,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,96.15,Si
0,Si,Si,19,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,DebitoAutomatico,49.6,No
0,Si,No,70,Si,Si,DSL,Si,No,Si,Si,No,No,Bienal,No,TarjetaDeCredito,65.3,Si
0,No,Si,61,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,25.0,No
0,No,No,26,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,45.45,No
0,Si,No,45,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,DebitoAutomatico,107.75,No
0,Si,Si,62,Si,Si,FibraOptica,No,No,Si,No,Si,No,Bienal,Si,TarjetaDeCredito,89.1,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.65,Si
0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,44.75,No
0,Si,Si,41,Si,Si,FibraOptica,Si,Si,Si,No,No,Si,Anual,Si,DebitoAutomatico,101.6,No
0,Si,Si,67,Si,No,FibraOptica,No,Si,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,103.15,No
0,No,No,1,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequePapel,84.65,Si
0,Si,No,71,Si,Si,FibraOptica,Si,Si,No,No,Si,No,Anual,No,ChequePapel,95.65,No
0,Si,Si,37,Si,No,DSL,Si,Si,No,No,Si,Si,Anual,No,DebitoAutomatico,75.1,No
0,Si,No,60,Si,No,DSL,Si,Si,No,Si,No,No,Bienal,Si,ChequePapel,61.35,No
1,Si,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,69.55,Si
0,No,No,6,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,TarjetaDeCredito,19.7,No
0,No,No,13,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,31.05,Si
0,Si,Si,11,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,DebitoAutomatico,51.0,No
0,No,No,7,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,ChequePapel,51.0,Si
0,Si,Si,10,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,88.85,No
0,Si,No,34,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,20.05,No
0,No,No,62,Si,No,DSL,Si,No,No,Si,No,Si,Bienal,Si,ChequePapel,65.1,No
0,Si,No,64,Si,Si,DSL,No,Si,No,Si,No,Si,Anual,Si,ChequePapel,70.15,No
0,Si,Si,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,DebitoAutomatico,44.35,Si
0,No,No,25,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,ChequePapel,20.75,No
0,No,No,26,Si,No,DSL,No,Si,Si,No,No,No,Anual,Si,ChequePapel,56.05,No
0,No,Si,10,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,DebitoAutomatico,19.95,No
0,No,No,53,Si,Si,FibraOptica,Si,Si,Si,No,Si,No,Anual,No,ChequePapel,98.6,No
0,No,No,7,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,79.7,Si
0,No,No,33,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,TarjetaDeCredito,79.0,No
1,Si,No,71,Si,No,FibraOptica,No,Si,Si,No,No,Si,Bienal,No,TarjetaDeCredito,89.45,No
0,No,No,29,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.2,No
0,Si,Si,24,Si,Si,DSL,Si,No,No,Si,Si,Si,Mensual,No,DebitoAutomatico,81.0,No
0,Si,Si,20,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,ChequeDigital,49.6,No
0,No,No,1,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,84.6,No
0,No,Si,54,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,TarjetaDeCredito,55.0,Si
1,No,No,5,Si,No,FibraOptica,No,No,Si,No,Si,No,Mensual,Si,ChequePapel,84.85,Si
0,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,84.2,No
0,Si,No,52,Si,No,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,ChequeDigital,106.3,No
0,No,No,9,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,69.05,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequePapel,45.4,No
1,No,No,1,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,73.65,Si
0,Si,Si,33,Si,No,DSL,No,No,Si,Si,Si,Si,Anual,Si,ChequePapel,73.9,Si
0,Si,No,55,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,ChequeDigital,77.75,Si
0,Si,Si,69,Si,Si,FibraOptica,No,No,No,Si,Si,Si,Bienal,Si,ChequeDigital,99.35,No
0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,ChequePapel,50.75,No
0,No,No,54,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,87.1,No
0,No,Si,33,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,20.15,No
1,Si,No,45,Si,Si,FibraOptica,No,Si,Si,Si,Si,No,Anual,Si,DebitoAutomatico,98.7,No
0,No,Si,11,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,25.2,No
0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,DebitoAutomatico,55.7,No
0,No,No,21,Si,No,DSL,Si,No,Si,No,Si,No,Mensual,No,DebitoAutomatico,65.35,No
0,Si,Si,65,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,DebitoAutomatico,25.3,No
1,Si,No,6,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,84.35,Si
0,No,No,8,Si,No,FibraOptica,Si,No,No,No,Si,No,Mensual,No,ChequeDigital,84.95,Si
0,No,No,11,Si,No,FibraOptica,No,No,No,Si,No,No,Mensual,Si,ChequeDigital,73.85,Si
0,Si,Si,43,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,24.25,No
0,Si,Si,49,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,Si,Anual,Si,DebitoAutomatico,51.8,Si
1,Si,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,46.0,Si
1,No,No,15,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,79.4,Si
0,Si,Si,60,Si,No,DSL,Si,Si,Si,No,No,No,Bienal,No,DebitoAutomatico,60.5,No
0,No,No,17,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,25.1,No
1,Si,No,16,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,DebitoAutomatico,71.8,Si
0,Si,Si,35,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,20.05,No
1,Si,No,44,Si,Si,FibraOptica,No,Si,No,No,No,Si,Anual,No,ChequePapel,88.4,Si
0,Si,Si,12,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Anual,No,TarjetaDeCredito,30.25,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.2,No
0,No,No,28,Si,No,DSL,Si,Si,No,Si,No,No,Anual,Si,ChequeDigital,59.9,No
0,Si,No,70,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,25.15,No
0,No,Si,5,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,46.0,Si
0,No,No,18,Si,No,FibraOptica,No,Si,Si,No,Si,Si,Mensual,No,TarjetaDeCredito,101.3,No
0,Si,No,70,Si,Si,DSL,Si,No,No,Si,Si,Si,Bienal,Si,TarjetaDeCredito,76.95,No
0,Si,Si,9,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,ChequePapel,55.3,No
1,No,No,67,Si,No,FibraOptica,Si,Si,No,Si,Si,No,Bienal,Si,DebitoAutomatico,92.45,No
0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,DebitoAutomatico,48.45,No
0,Si,Si,18,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.35,No
0,No,No,4,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,51.75,Si
1,Si,Si,71,Si,No,FibraOptica,Si,Si,Si,No,No,No,Anual,Si,DebitoAutomatico,86.7,No
0,Si,Si,30,Si,Si,FibraOptica,Si,Si,No,No,Si,No,Mensual,Si,ChequeDigital,94.4,Si
0,Si,No,1,Si,No,DSL,Si,No,Si,No,No,No,Mensual,No,ChequePapel,55.7,No
0,No,No,55,Si,Si,FibraOptica,Si,No,Si,No,No,No,Anual,Si,TarjetaDeCredito,84.25,No
0,No,No,59,Si,No,DSL,No,No,Si,Si,Si,No,Mensual,Si,ChequeDigital,64.65,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,70.15,Si
0,Si,No,7,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,DebitoAutomatico,69.2,No
0,Si,Si,45,Si,No,DSL,Si,No,No,Si,No,No,Bienal,No,DebitoAutomatico,54.65,No
0,Si,Si,54,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,DebitoAutomatico,24.75,No
0,Si,Si,51,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,23.95,No
1,Si,No,72,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Anual,No,TarjetaDeCredito,105.0,No
0,Si,No,44,Si,No,DSL,Si,Si,No,Si,No,No,Anual,Si,DebitoAutomatico,59.85,No
0,No,No,2,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.05,No
0,No,No,66,Si,Si,FibraOptica,No,No,Si,No,Si,No,Anual,Si,DebitoAutomatico,92.15,No
0,Si,Si,68,No,SinServicioTelefonico,DSL,Si,Si,No,No,Si,No,Anual,No,ChequePapel,44.8,No
0,No,No,31,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,20.9,No
1,No,No,21,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,DebitoAutomatico,95.4,No
0,No,Si,21,Si,Si,FibraOptica,Si,No,No,No,No,No,Mensual,No,ChequeDigital,80.35,No
0,Si,Si,55,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,85.1,No
0,No,No,9,No,SinServicioTelefonico,DSL,No,No,No,No,Si,No,Mensual,Si,TarjetaDeCredito,34.7,Si
1,Si,No,71,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,115.05,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,81.1,Si
0,Si,Si,22,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,19.95,No
0,Si,Si,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.55,Si
0,No,No,61,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,Bienal,Si,ChequeDigital,106.6,Si
0,Si,No,67,Si,Si,DSL,No,Si,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,86.15,No
1,No,No,14,Si,No,FibraOptica,Si,Si,No,No,No,No,Mensual,No,ChequeDigital,78.85,No
0,Si,No,59,Si,Si,FibraOptica,Si,Si,Si,Si,Si,No,Mensual,Si,ChequeDigital,106.75,Si
1,Si,No,21,Si,No,FibraOptica,No,No,Si,No,Si,No,Mensual,No,DebitoAutomatico,86.55,No
0,No,No,4,No,SinServicioTelefonico,DSL,Si,Si,No,Si,No,No,Mensual,No,ChequePapel,42.4,No
0,No,No,3,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,89.45,Si
0,Si,No,70,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,24.25,No
0,No,No,3,Si,No,FibraOptica,No,Si,No,Si,Si,Si,Mensual,Si,ChequeDigital,97.9,Si
1,No,No,21,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,20.5,No
0,No,No,20,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,TarjetaDeCredito,19.6,No
0,Si,Si,22,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,20.25,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,Si,Mensual,Si,ChequePapel,55.7,Si
0,No,No,63,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,ChequePapel,20.6,No
0,Si,Si,70,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,19.8,No
0,No,No,13,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,79.8,Si
0,No,No,5,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,No,ChequeDigital,80.2,No
0,Si,Si,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,116.4,No
0,No,No,13,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,31.65,No
0,Si,No,61,Si,No,FibraOptica,No,Si,Si,Si,No,Si,Mensual,No,TarjetaDeCredito,94.15,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequeDigital,20.65,No
1,Si,No,56,Si,Si,FibraOptica,No,No,No,Si,No,No,Mensual,Si,DebitoAutomatico,76.85,No
0,No,No,4,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.15,No
0,No,No,35,Si,Si,DSL,Si,No,No,No,No,No,Bienal,No,ChequePapel,55.25,No
0,Si,No,18,No,SinServicioTelefonico,DSL,No,No,Si,No,Si,No,Mensual,Si,ChequeDigital,39.05,Si
0,Si,No,72,Si,Si,DSL,No,Si,Si,No,Si,Si,Bienal,No,DebitoAutomatico,82.15,No
1,No,No,49,Si,Si,FibraOptica,Si,Si,Si,Si,No,Si,Anual,No,DebitoAutomatico,103.0,No
0,Si,No,44,Si,Si,FibraOptica,Si,Si,Si,Si,No,No,Mensual,Si,TarjetaDeCredito,95.1,No
1,Si,No,3,Si,No,FibraOptica,No,No,No,Si,Si,No,Mensual,Si,ChequePapel,83.9,Si
0,Si,Si,37,Si,Si,FibraOptica,No,Si,Si,No,No,Si,Mensual,Si,ChequeDigital,95.15,No
0,Si,No,61,Si,Si,DSL,No,Si,Si,No,Si,Si,Anual,Si,ChequeDigital,79.8,No
0,Si,No,70,Si,Si,DSL,Si,No,Si,Si,No,Si,Bienal,Si,TarjetaDeCredito,74.8,No
1,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,69.85,Si
0,No,No,41,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequeDigital,20.45,No
